age,1
sex,1
cp,1
trestbps,1
chol,1
fbs,1
restecg,1
thalach,1
exang,1
oldpeak,1
slope,1
ca,1
thal,1
target,1
63,1
1,1
3,1
145,1
233,1
1,1
0,1
150,1
0,1
2.3,1
0,1
0,1
1,1
Yes,1
37,1
1,1
2,1
130,1
250,1
0,1
1,1
187,1
0,1
3.5,1
0,1
0,1
2,1
Yes,1
41,1
0,1
1,1
130,1
204,1
0,1
0,1
172,1
0,1
1.4,1
2,1
0,1
2,1
Yes,1
56,1
1,1
1,1
120,1
236,1
0,1
1,1
178,1
0,1
0.8,1
2,1
0,1
2,1
Yes,1
57,1
0,1
0,1
120,1
354,1
0,1
1,1
163,1
1,1
0.6,1
2,1
0,1
2,1
Yes,1
57,1
1,1
0,1
140,1
192,1
0,1
1,1
148,1
0,1
0.4,1
1,1
0,1
1,1
Yes,1
56,1
0,1
1,1
140,1
294,1
0,1
0,1
153,1
0,1
1.3,1
1,1
0,1
2,1
Yes,1
44,1
1,1
1,1
120,1
263,1
0,1
1,1
173,1
0,1
0,1
2,1
0,1
3,1
Yes,1
52,1
1,1
2,1
172,1
199,1
1,1
1,1
162,1
0,1
0.5,1
2,1
0,1
3,1
Yes,1
57,1
1,1
2,1
150,1
168,1
0,1
1,1
174,1
0,1
1.6,1
2,1
0,1
2,1
Yes,1
54,1
1,1
0,1
140,1
239,1
0,1
1,1
160,1
0,1
1.2,1
2,1
0,1
2,1
Yes,1
48,1
0,1
2,1
130,1
275,1
0,1
1,1
139,1
0,1
0.2,1
2,1
0,1
2,1
Yes,1
49,1
1,1
1,1
130,1
266,1
0,1
1,1
171,1
0,1
0.6,1
2,1
0,1
2,1
Yes,1
64,1
1,1
3,1
110,1
211,1
0,1
0,1
144,1
1,1
1.8,1
1,1
0,1
2,1
Yes,1
58,1
0,1
3,1
150,1
283,1
1,1
0,1
162,1
0,1
1,1
2,1
0,1
2,1
Yes,1
50,1
0,1
2,1
120,1
219,1
0,1
1,1
158,1
0,1
1.6,1
1,1
0,1
2,1
Yes,1
58,1
0,1
2,1
120,1
340,1
0,1
1,1
172,1
0,1
0,1
2,1
0,1
2,1
Yes,1
66,1
0,1
3,1
150,1
226,1
0,1
1,1
114,1
0,1
2.6,1
0,1
0,1
2,1
Yes,1
43,1
1,1
0,1
150,1
247,1
0,1
1,1
171,1
0,1
1.5,1
2,1
0,1
2,1
Yes,1
69,1
0,1
3,1
140,1
239,1
0,1
1,1
151,1
0,1
1.8,1
2,1
2,1
2,1
Yes,1
59,1
1,1
0,1
135,1
234,1
0,1
1,1
161,1
0,1
0.5,1
1,1
0,1
3,1
Yes,1
44,1
1,1
2,1
130,1
233,1
0,1
1,1
179,1
1,1
0.4,1
2,1
0,1
2,1
Yes,1
42,1
1,1
0,1
140,1
226,1
0,1
1,1
178,1
0,1
0,1
2,1
0,1
2,1
Yes,1
61,1
1,1
2,1
150,1
243,1
1,1
1,1
137,1
1,1
1,1
1,1
0,1
2,1
Yes,1
40,1
1,1
3,1
140,1
199,1
0,1
1,1
178,1
1,1
1.4,1
2,1
0,1
3,1
Yes,1
71,1
0,1
1,1
160,1
302,1
0,1
1,1
162,1
0,1
0.4,1
2,1
2,1
2,1
Yes,1
59,1
1,1
2,1
150,1
212,1
1,1
1,1
157,1
0,1
1.6,1
2,1
0,1
2,1
Yes,1
51,1
1,1
2,1
110,1
175,1
0,1
1,1
123,1
0,1
0.6,1
2,1
0,1
2,1
Yes,1
65,1
0,1
2,1
140,1
417,1
1,1
0,1
157,1
0,1
0.8,1
2,1
1,1
2,1
Yes,1
53,1
1,1
2,1
130,1
197,1
1,1
0,1
152,1
0,1
1.2,1
0,1
0,1
2,1
Yes,1
41,1
0,1
1,1
105,1
198,1
0,1
1,1
168,1
0,1
0,1
2,1
1,1
2,1
Yes,1
65,1
1,1
0,1
120,1
177,1
0,1
1,1
140,1
0,1
0.4,1
2,1
0,1
3,1
Yes,1
44,1
1,1
1,1
130,1
219,1
0,1
0,1
188,1
0,1
0,1
2,1
0,1
2,1
Yes,1
54,1
1,1
2,1
125,1
273,1
0,1
0,1
152,1
0,1
0.5,1
0,1
1,1
2,1
Yes,1
51,1
1,1
3,1
125,1
213,1
0,1
0,1
125,1
1,1
1.4,1
2,1
1,1
2,1
Yes,1
46,1
0,1
2,1
142,1
177,1
0,1
0,1
160,1
1,1
1.4,1
0,1
0,1
2,1
Yes,1
54,1
0,1
2,1
135,1
304,1
1,1
1,1
170,1
0,1
0,1
2,1
0,1
2,1
Yes,1
54,1
1,1
2,1
150,1
232,1
0,1
0,1
165,1
0,1
1.6,1
2,1
0,1
3,1
Yes,1
65,1
0,1
2,1
155,1
269,1
0,1
1,1
148,1
0,1
0.8,1
2,1
0,1
2,1
Yes,1
65,1
0,1
2,1
160,1
360,1
0,1
0,1
151,1
0,1
0.8,1
2,1
0,1
2,1
Yes,1
51,1
0,1
2,1
140,1
308,1
0,1
0,1
142,1
0,1
1.5,1
2,1
1,1
2,1
Yes,1
48,1
1,1
1,1
130,1
245,1
0,1
0,1
180,1
0,1
0.2,1
1,1
0,1
2,1
Yes,1
45,1
1,1
0,1
104,1
208,1
0,1
0,1
148,1
1,1
3,1
1,1
0,1
2,1
Yes,1
53,1
0,1
0,1
130,1
264,1
0,1
0,1
143,1
0,1
0.4,1
1,1
0,1
2,1
Yes,1
39,1
1,1
2,1
140,1
321,1
0,1
0,1
182,1
0,1
0,1
2,1
0,1
2,1
Yes,1
52,1
1,1
1,1
120,1
325,1
0,1
1,1
172,1
0,1
0.2,1
2,1
0,1
2,1
Yes,1
44,1
1,1
2,1
140,1
235,1
0,1
0,1
180,1
0,1
0,1
2,1
0,1
2,1
Yes,1
47,1
1,1
2,1
138,1
257,1
0,1
0,1
156,1
0,1
0,1
2,1
0,1
2,1
Yes,1
53,1
0,1
2,1
128,1
216,1
0,1
0,1
115,1
0,1
0,1
2,1
0,1
0,1
Yes,1
53,1
0,1
0,1
138,1
234,1
0,1
0,1
160,1
0,1
0,1
2,1
0,1
2,1
Yes,1
51,1
0,1
2,1
130,1
256,1
0,1
0,1
149,1
0,1
0.5,1
2,1
0,1
2,1
Yes,1
66,1
1,1
0,1
120,1
302,1
0,1
0,1
151,1
0,1
0.4,1
1,1
0,1
2,1
Yes,1
62,1
1,1
2,1
130,1
231,1
0,1
1,1
146,1
0,1
1.8,1
1,1
3,1
3,1
Yes,1
44,1
0,1
2,1
108,1
141,1
0,1
1,1
175,1
0,1
0.6,1
1,1
0,1
2,1
Yes,1
63,1
0,1
2,1
135,1
252,1
0,1
0,1
172,1
0,1
0,1
2,1
0,1
2,1
Yes,1
52,1
1,1
1,1
134,1
201,1
0,1
1,1
158,1
0,1
0.8,1
2,1
1,1
2,1
Yes,1
48,1
1,1
0,1
122,1
222,1
0,1
0,1
186,1
0,1
0,1
2,1
0,1
2,1
Yes,1
45,1
1,1
0,1
115,1
260,1
0,1
0,1
185,1
0,1
0,1
2,1
0,1
2,1
Yes,1
34,1
1,1
3,1
118,1
182,1
0,1
0,1
174,1
0,1
0,1
2,1
0,1
2,1
Yes,1
57,1
0,1
0,1
128,1
303,1
0,1
0,1
159,1
0,1
0,1
2,1
1,1
2,1
Yes,1
71,1
0,1
2,1
110,1
265,1
1,1
0,1
130,1
0,1
0,1
2,1
1,1
2,1
Yes,1
54,1
1,1
1,1
108,1
309,1
0,1
1,1
156,1
0,1
0,1
2,1
0,1
3,1
Yes,1
52,1
1,1
3,1
118,1
186,1
0,1
0,1
190,1
0,1
0,1
1,1
0,1
1,1
Yes,1
41,1
1,1
1,1
135,1
203,1
0,1
1,1
132,1
0,1
0,1
1,1
0,1
1,1
Yes,1
58,1
1,1
2,1
140,1
211,1
1,1
0,1
165,1
0,1
0,1
2,1
0,1
2,1
Yes,1
35,1
0,1
0,1
138,1
183,1
0,1
1,1
182,1
0,1
1.4,1
2,1
0,1
2,1
Yes,1
51,1
1,1
2,1
100,1
222,1
0,1
1,1
143,1
1,1
1.2,1
1,1
0,1
2,1
Yes,1
45,1
0,1
1,1
130,1
234,1
0,1
0,1
175,1
0,1
0.6,1
1,1
0,1
2,1
Yes,1
44,1
1,1
1,1
120,1
220,1
0,1
1,1
170,1
0,1
0,1
2,1
0,1
2,1
Yes,1
62,1
0,1
0,1
124,1
209,1
0,1
1,1
163,1
0,1
0,1
2,1
0,1
2,1
Yes,1
54,1
1,1
2,1
120,1
258,1
0,1
0,1
147,1
0,1
0.4,1
1,1
0,1
3,1
Yes,1
51,1
1,1
2,1
94,1
227,1
0,1
1,1
154,1
1,1
0,1
2,1
1,1
3,1
Yes,1
29,1
1,1
1,1
130,1
204,1
0,1
0,1
202,1
0,1
0,1
2,1
0,1
2,1
Yes,1
51,1
1,1
0,1
140,1
261,1
0,1
0,1
186,1
1,1
0,1
2,1
0,1
2,1
Yes,1
43,1
0,1
2,1
122,1
213,1
0,1
1,1
165,1
0,1
0.2,1
1,1
0,1
2,1
Yes,1
55,1
0,1
1,1
135,1
250,1
0,1
0,1
161,1
0,1
1.4,1
1,1
0,1
2,1
Yes,1
51,1
1,1
2,1
125,1
245,1
1,1
0,1
166,1
0,1
2.4,1
1,1
0,1
2,1
Yes,1
59,1
1,1
1,1
140,1
221,1
0,1
1,1
164,1
1,1
0,1
2,1
0,1
2,1
Yes,1
52,1
1,1
1,1
128,1
205,1
1,1
1,1
184,1
0,1
0,1
2,1
0,1
2,1
Yes,1
58,1
1,1
2,1
105,1
240,1
0,1
0,1
154,1
1,1
0.6,1
1,1
0,1
3,1
Yes,1
41,1
1,1
2,1
112,1
250,1
0,1
1,1
179,1
0,1
0,1
2,1
0,1
2,1
Yes,1
45,1
1,1
1,1
128,1
308,1
0,1
0,1
170,1
0,1
0,1
2,1
0,1
2,1
Yes,1
60,1
0,1
2,1
102,1
318,1
0,1
1,1
160,1
0,1
0,1
2,1
1,1
2,1
Yes,1
52,1
1,1
3,1
152,1
298,1
1,1
1,1
178,1
0,1
1.2,1
1,1
0,1
3,1
Yes,1
42,1
0,1
0,1
102,1
265,1
0,1
0,1
122,1
0,1
0.6,1
1,1
0,1
2,1
Yes,1
67,1
0,1
2,1
115,1
564,1
0,1
0,1
160,1
0,1
1.6,1
1,1
0,1
3,1
Yes,1
68,1
1,1
2,1
118,1
277,1
0,1
1,1
151,1
0,1
1,1
2,1
1,1
3,1
Yes,1
46,1
1,1
1,1
101,1
197,1
1,1
1,1
156,1
0,1
0,1
2,1
0,1
3,1
Yes,1
54,1
0,1
2,1
110,1
214,1
0,1
1,1
158,1
0,1
1.6,1
1,1
0,1
2,1
Yes,1
58,1
0,1
0,1
100,1
248,1
0,1
0,1
122,1
0,1
1,1
1,1
0,1
2,1
Yes,1
48,1
1,1
2,1
124,1
255,1
1,1
1,1
175,1
0,1
0,1
2,1
2,1
2,1
Yes,1
57,1
1,1
0,1
132,1
207,1
0,1
1,1
168,1
1,1
0,1
2,1
0,1
3,1
Yes,1
52,1
1,1
2,1
138,1
223,1
0,1
1,1
169,1
0,1
0,1
2,1
4,1
2,1
Yes,1
54,1
0,1
1,1
132,1
288,1
1,1
0,1
159,1
1,1
0,1
2,1
1,1
2,1
Yes,1
45,1
0,1
1,1
112,1
160,1
0,1
1,1
138,1
0,1
0,1
1,1
0,1
2,1
Yes,1
53,1
1,1
0,1
142,1
226,1
0,1
0,1
111,1
1,1
0,1
2,1
0,1
3,1
Yes,1
62,1
0,1
0,1
140,1
394,1
0,1
0,1
157,1
0,1
1.2,1
1,1
0,1
2,1
Yes,1
52,1
1,1
0,1
108,1
233,1
1,1
1,1
147,1
0,1
0.1,1
2,1
3,1
3,1
Yes,1
43,1
1,1
2,1
130,1
315,1
0,1
1,1
162,1
0,1
1.9,1
2,1
1,1
2,1
Yes,1
53,1
1,1
2,1
130,1
246,1
1,1
0,1
173,1
0,1
0,1
2,1
3,1
2,1
Yes,1
42,1
1,1
3,1
148,1
244,1
0,1
0,1
178,1
0,1
0.8,1
2,1
2,1
2,1
Yes,1
59,1
1,1
3,1
178,1
270,1
0,1
0,1
145,1
0,1
4.2,1
0,1
0,1
3,1
Yes,1
63,1
0,1
1,1
140,1
195,1
0,1
1,1
179,1
0,1
0,1
2,1
2,1
2,1
Yes,1
42,1
1,1
2,1
120,1
240,1
1,1
1,1
194,1
0,1
0.8,1
0,1
0,1
3,1
Yes,1
50,1
1,1
2,1
129,1
196,1
0,1
1,1
163,1
0,1
0,1
2,1
0,1
2,1
Yes,1
68,1
0,1
2,1
120,1
211,1
0,1
0,1
115,1
0,1
1.5,1
1,1
0,1
2,1
Yes,1
69,1
1,1
3,1
160,1
234,1
1,1
0,1
131,1
0,1
0.1,1
1,1
1,1
2,1
Yes,1
45,1
0,1
0,1
138,1
236,1
0,1
0,1
152,1
1,1
0.2,1
1,1
0,1
2,1
Yes,1
50,1
0,1
1,1
120,1
244,1
0,1
1,1
162,1
0,1
1.1,1
2,1
0,1
2,1
Yes,1
50,1
0,1
0,1
110,1
254,1
0,1
0,1
159,1
0,1
0,1
2,1
0,1
2,1
Yes,1
64,1
0,1
0,1
180,1
325,1
0,1
1,1
154,1
1,1
0,1
2,1
0,1
2,1
Yes,1
57,1
1,1
2,1
150,1
126,1
1,1
1,1
173,1
0,1
0.2,1
2,1
1,1
3,1
Yes,1
64,1
0,1
2,1
140,1
313,1
0,1
1,1
133,1
0,1
0.2,1
2,1
0,1
3,1
Yes,1
43,1
1,1
0,1
110,1
211,1
0,1
1,1
161,1
0,1
0,1
2,1
0,1
3,1
Yes,1
55,1
1,1
1,1
130,1
262,1
0,1
1,1
155,1
0,1
0,1
2,1
0,1
2,1
Yes,1
37,1
0,1
2,1
120,1
215,1
0,1
1,1
170,1
0,1
0,1
2,1
0,1
2,1
Yes,1
41,1
1,1
2,1
130,1
214,1
0,1
0,1
168,1
0,1
2,1
1,1
0,1
2,1
Yes,1
56,1
1,1
3,1
120,1
193,1
0,1
0,1
162,1
0,1
1.9,1
1,1
0,1
3,1
Yes,1
46,1
0,1
1,1
105,1
204,1
0,1
1,1
172,1
0,1
0,1
2,1
0,1
2,1
Yes,1
46,1
0,1
0,1
138,1
243,1
0,1
0,1
152,1
1,1
0,1
1,1
0,1
2,1
Yes,1
64,1
0,1
0,1
130,1
303,1
0,1
1,1
122,1
0,1
2,1
1,1
2,1
2,1
Yes,1
59,1
1,1
0,1
138,1
271,1
0,1
0,1
182,1
0,1
0,1
2,1
0,1
2,1
Yes,1
41,1
0,1
2,1
112,1
268,1
0,1
0,1
172,1
1,1
0,1
2,1
0,1
2,1
Yes,1
54,1
0,1
2,1
108,1
267,1
0,1
0,1
167,1
0,1
0,1
2,1
0,1
2,1
Yes,1
39,1
0,1
2,1
94,1
199,1
0,1
1,1
179,1
0,1
0,1
2,1
0,1
2,1
Yes,1
34,1
0,1
1,1
118,1
210,1
0,1
1,1
192,1
0,1
0.7,1
2,1
0,1
2,1
Yes,1
47,1
1,1
0,1
112,1
204,1
0,1
1,1
143,1
0,1
0.1,1
2,1
0,1
2,1
Yes,1
67,1
0,1
2,1
152,1
277,1
0,1
1,1
172,1
0,1
0,1
2,1
1,1
2,1
Yes,1
52,1
0,1
2,1
136,1
196,1
0,1
0,1
169,1
0,1
0.1,1
1,1
0,1
2,1
Yes,1
74,1
0,1
1,1
120,1
269,1
0,1
0,1
121,1
1,1
0.2,1
2,1
1,1
2,1
Yes,1
54,1
0,1
2,1
160,1
201,1
0,1
1,1
163,1
0,1
0,1
2,1
1,1
2,1
Yes,1
49,1
0,1
1,1
134,1
271,1
0,1
1,1
162,1
0,1
0,1
1,1
0,1
2,1
Yes,1
42,1
1,1
1,1
120,1
295,1
0,1
1,1
162,1
0,1
0,1
2,1
0,1
2,1
Yes,1
41,1
1,1
1,1
110,1
235,1
0,1
1,1
153,1
0,1
0,1
2,1
0,1
2,1
Yes,1
41,1
0,1
1,1
126,1
306,1
0,1
1,1
163,1
0,1
0,1
2,1
0,1
2,1
Yes,1
49,1
0,1
0,1
130,1
269,1
0,1
1,1
163,1
0,1
0,1
2,1
0,1
2,1
Yes,1
60,1
0,1
2,1
120,1
178,1
1,1
1,1
96,1
0,1
0,1
2,1
0,1
2,1
Yes,1
62,1
1,1
1,1
128,1
208,1
1,1
0,1
140,1
0,1
0,1
2,1
0,1
2,1
Yes,1
57,1
1,1
0,1
110,1
201,1
0,1
1,1
126,1
1,1
1.5,1
1,1
0,1
1,1
Yes,1
64,1
1,1
0,1
128,1
263,1
0,1
1,1
105,1
1,1
0.2,1
1,1
1,1
3,1
Yes,1
51,1
0,1
2,1
120,1
295,1
0,1
0,1
157,1
0,1
0.6,1
2,1
0,1
2,1
Yes,1
43,1
1,1
0,1
115,1
303,1
0,1
1,1
181,1
0,1
1.2,1
1,1
0,1
2,1
Yes,1
42,1
0,1
2,1
120,1
209,1
0,1
1,1
173,1
0,1
0,1
1,1
0,1
2,1
Yes,1
67,1
0,1
0,1
106,1
223,1
0,1
1,1
142,1
0,1
0.3,1
2,1
2,1
2,1
Yes,1
76,1
0,1
2,1
